split,sample_id,best_pixel_t0,best_pixel_t1,best_pixel_t2,best_pixel_t3
train,ROIs2017_115_patch_56,50600,11490,3446,0
train,ROIs2017_115_patch_110,11748,53304,484,0
train,ROIs1868_127_patch_96,45601,16386,3549,0
train,ROIs1868_127_patch_259,64134,4,1385,13
train,ROIs2017_69_patch_10,59670,0,5866,0
train,ROIs1970_83_patch_213,62382,2750,404,0
train,ROIs2017_69_patch_253,60661,0,4768,107
train,ROIs1970_112_patch_72,0,0,65536,0
train,ROIs1970_112_patch_175,3880,1,61655,0
train,ROIs2017_130_patch_139,1448,54737,6879,2472
train,ROIs1868_127_patch_162,62056,695,1065,1720
train,ROIs1970_112_patch_112,15398,24,50114,0
train,ROIs2017_69_patch_259,45373,0,19662,501
train,ROIs1970_57_patch_244,62058,290,82,3106
train,ROIs2017_130_patch_39,4809,21649,32895,6183
train,ROIs2017_130_patch_166,2879,28248,34082,327
train,ROIs2017_115_patch_232,33307,32229,0,0
train,ROIs1970_112_patch_174,5104,0,60432,0
train,ROIs2017_115_patch_17,29427,35771,338,0
train,ROIs2017_130_patch_82,6791,45313,7714,5718
train,ROIs2017_115_patch_200,46569,18962,5,0
train,ROIs1970_83_patch_77,63095,462,1888,91
train,ROIs1868_127_patch_168,57197,2850,5166,323
train,ROIs1868_127_patch_50,37251,114,28171,0
train,ROIs2017_69_patch_52,58983,0,6553,0
train,ROIs2017_130_patch_228,2159,17724,42561,3092
train,ROIs2017_130_patch_245,5393,12873,36672,10598
train,ROIs1868_127_patch_98,29337,29320,6879,0
train,ROIs2017_115_patch_162,21353,43857,326,0
train,ROIs1970_57_patch_229,63693,217,9,1617
train,ROIs1970_57_patch_102,61307,6,67,4156
train,ROIs2017_115_patch_229,25924,39612,0,0
train,ROIs1970_83_patch_93,40790,4095,20651,0
train,ROIs1970_112_patch_163,0,0,65536,0
train,ROIs1970_112_patch_32,7499,1,58036,0
train,ROIs2017_115_patch_183,40319,24405,812,0
train,ROIs2017_115_patch_89,17465,43338,4733,0
train,ROIs2017_69_patch_21,52125,0,13411,0
train,ROIs2017_115_patch_215,55219,10317,0,0
train,ROIs1868_127_patch_243,60309,1747,2838,642
train,ROIs1970_83_patch_126,50382,845,14309,0
train,ROIs2017_130_patch_73,6036,37796,19995,1709
train,ROIs2017_115_patch_81,17216,48161,159,0
train,ROIs1970_83_patch_82,11493,19074,34969,0
train,ROIs1970_57_patch_100,65060,2,201,273
train,ROIs2017_130_patch_176,3992,27583,15089,18872
train,ROIs1868_127_patch_24,60426,0,5110,0
train,ROIs1970_57_patch_163,59405,246,993,4892
train,ROIs1970_83_patch_185,12890,49134,3512,0
train,ROIs2017_115_patch_93,51218,13056,1262,0
train,ROIs1970_83_patch_140,48555,28,16952,1
train,ROIs2017_130_patch_154,10504,31867,22033,1132
train,ROIs1970_112_patch_170,7735,2100,55701,0
train,ROIs2017_130_patch_147,6143,48341,10894,158
train,ROIs2017_115_patch_57,6459,59077,0,0
train,ROIs1970_83_patch_27,36958,2799,25779,0
train,ROIs1970_83_patch_219,51652,8602,5276,6
train,ROIs1970_112_patch_40,0,0,65536,0
train,ROIs1970_112_patch_241,0,32173,33363,0
train,ROIs1970_57_patch_43,64651,16,140,729
train,ROIs2017_130_patch_153,8143,37081,18848,1464
train,ROIs1970_112_patch_188,147,28414,36975,0
train,ROIs1970_112_patch_4,0,0,65536,0
train,ROIs1868_127_patch_109,40883,18256,5406,991
train,ROIs1970_83_patch_61,24990,30947,9599,0
train,ROIs1970_112_patch_252,278,2734,61660,864
train,ROIs1868_127_patch_11,42398,4486,18652,0
train,ROIs1970_112_patch_192,83,958,64495,0
train,ROIs2017_115_patch_156,21938,42057,1541,0
train,ROIs1868_127_patch_232,61795,678,3063,0
train,ROIs1970_57_patch_93,62769,17,25,2725
train,ROIs2017_130_patch_202,7265,34663,20712,2896
train,ROIs2017_115_patch_161,34794,26741,3970,31
train,ROIs1970_83_patch_194,61003,2992,1541,0
train,ROIs2017_69_patch_90,60184,13,5339,0
train,ROIs1970_112_patch_10,20474,1678,43384,0
train,ROIs1970_83_patch_80,11494,36799,17243,0
train,ROIs2017_115_patch_3,20149,45372,15,0
train,ROIs2017_69_patch_198,60808,0,4664,64
train,ROIs1970_112_patch_54,0,0,65536,0
train,ROIs2017_130_patch_201,4612,36866,21011,3047
train,ROIs1868_127_patch_249,50701,681,14154,0
train,ROIs1868_127_patch_172,60192,51,5117,176
train,ROIs1970_57_patch_156,56091,134,53,9258
train,ROIs2017_130_patch_140,1863,44736,14259,4678
train,ROIs1970_83_patch_215,62493,452,2579,12
train,ROIs2017_130_patch_112,6536,43975,12387,2638
train,ROIs2017_115_patch_247,24498,41033,5,0
train,ROIs1970_83_patch_115,62114,69,3249,104
train,ROIs1970_83_patch_66,38483,9172,17881,0
train,ROIs1868_127_patch_88,41240,1,24259,36
train,ROIs1868_127_patch_99,39382,10388,15721,45
train,ROIs1970_112_patch_87,6144,48,59344,0
train,ROIs1970_112_patch_167,5,4019,61512,0
train,ROIs1868_127_patch_80,32012,30998,2526,0
train,ROIs2017_115_patch_212,28371,37159,6,0
train,ROIs1970_57_patch_224,62731,25,8,2772
train,ROIs1868_127_patch_175,56940,1216,7380,0
train,ROIs1970_112_patch_125,2177,14909,47939,511
train,ROIs2017_69_patch_81,56434,0,9052,50
train,ROIs1970_57_patch_159,61872,46,66,3552
train,ROIs2017_130_patch_118,4651,31295,11483,18107
train,ROIs2017_69_patch_82,53803,0,11680,53
train,ROIs1970_57_patch_133,65201,17,2,316
train,ROIs1970_57_patch_83,60410,135,532,4459
train,ROIs2017_69_patch_62,58749,0,6780,7
train,ROIs2017_130_patch_114,7801,44264,9480,3991
train,ROIs1970_83_patch_265,47962,4068,13213,293
train,ROIs2017_69_patch_16,55541,0,9995,0
train,ROIs1970_57_patch_13,64750,2,80,704
train,ROIs1970_83_patch_186,45045,10138,10335,18
train,ROIs1868_127_patch_218,54775,946,676,9139
train,ROIs2017_115_patch_30,464,65072,0,0
train,ROIs1868_127_patch_185,44855,15234,5320,127
train,ROIs1868_127_patch_77,54661,8,10858,9
train,ROIs1970_83_patch_105,23699,3461,38143,233
train,ROIs1970_112_patch_101,16756,8,48772,0
train,ROIs1970_83_patch_109,40498,2615,22357,66
train,ROIs2017_130_patch_25,12627,3949,18304,30656
train,ROIs1868_127_patch_21,58198,0,7338,0
train,ROIs2017_69_patch_247,63322,0,1075,1139
train,ROIs1970_57_patch_55,57016,25,726,7769
train,ROIs2017_69_patch_83,55471,0,10020,45
train,ROIs2017_130_patch_111,5330,46025,11379,2802
train,ROIs1868_127_patch_152,57172,321,8016,27
train,ROIs1970_112_patch_150,0,12300,53236,0
train,ROIs1970_83_patch_123,35804,4941,24745,46
train,ROIs1868_127_patch_192,43869,8619,11986,1062
train,ROIs2017_69_patch_44,59789,0,5629,118
train,ROIs2017_130_patch_119,8156,20392,21465,15523
train,ROIs2017_69_patch_228,63840,0,1385,311
train,ROIs1970_57_patch_247,58104,542,169,6721
train,ROIs1970_57_patch_27,63824,26,535,1151
train,ROIs1970_83_patch_56,58128,0,7408,0
train,ROIs1970_112_patch_171,15763,11989,37784,0
train,ROIs1970_112_patch_260,0,21107,44429,0
train,ROIs1970_112_patch_247,0,14526,33432,17578
train,ROIs2017_130_patch_54,4136,32764,27186,1450
train,ROIs2017_130_patch_23,20974,16226,24439,3897
train,ROIs1970_112_patch_59,23598,74,41864,0
train,ROIs1970_112_patch_31,24770,0,40766,0
train,ROIs2017_115_patch_250,33237,32299,0,0
train,ROIs1970_83_patch_81,15137,26595,23804,0
train,ROIs1970_112_patch_208,57,111,65368,0
train,ROIs2017_130_patch_165,5251,41244,18464,577
train,ROIs1970_57_patch_136,62437,1,14,3084
train,ROIs2017_69_patch_209,61809,0,3641,86
train,ROIs1970_112_patch_133,50,197,65289,0
train,ROIs1868_127_patch_74,44671,0,19017,1848
train,ROIs1970_57_patch_107,54386,43,316,10791
train,ROIs1970_57_patch_188,62325,5,126,3080
train,ROIs1868_127_patch_230,42734,692,22110,0
train,ROIs1970_112_patch_249,0,65000,361,175
train,ROIs1868_127_patch_256,61982,46,167,3341
train,ROIs1970_57_patch_197,65059,8,3,466
train,ROIs1868_127_patch_235,24758,0,2600,38178
train,ROIs2017_69_patch_161,60679,0,4788,69
train,ROIs1868_127_patch_182,59676,1354,755,3751
train,ROIs1970_83_patch_63,19365,23784,22387,0
train,ROIs1970_112_patch_234,0,4405,61094,37
train,ROIs2017_115_patch_207,44601,20935,0,0
train,ROIs2017_115_patch_44,2897,62573,66,0
train,ROIs2017_115_patch_149,38722,26382,432,0
train,ROIs1970_112_patch_24,42771,3141,19624,0
train,ROIs1970_57_patch_85,62471,112,157,2796
train,ROIs1970_83_patch_99,46602,1446,17476,12
train,ROIs1970_57_patch_219,60959,329,148,4100
train,ROIs2017_130_patch_179,998,13779,11145,39614
train,ROIs1970_112_patch_60,27276,1948,36312,0
train,ROIs2017_69_patch_76,41198,0,24294,44
train,ROIs1970_112_patch_235,10,6957,58301,268
train,ROIs1970_83_patch_108,53423,309,11798,6
train,ROIs1970_83_patch_260,53325,0,12211,0
train,ROIs2017_115_patch_158,14423,49777,1336,0
train,ROIs2017_130_patch_32,5802,19653,39185,896
train,ROIs2017_69_patch_51,63630,0,1906,0
train,ROIs1868_127_patch_136,44599,9108,11829,0
train,ROIs2017_115_patch_195,28497,36459,580,0
train,ROIs2017_130_patch_215,5646,19311,27513,13066
train,ROIs2017_130_patch_219,13476,31525,15139,5396
train,ROIs1868_127_patch_59,49392,635,15509,0
train,ROIs2017_115_patch_32,3779,60790,967,0
train,ROIs2017_69_patch_1,52469,0,13067,0
train,ROIs1868_127_patch_166,41931,11055,8259,4291
train,ROIs1970_57_patch_115,65451,4,24,57
train,ROIs2017_130_patch_155,3408,27632,33906,590
train,ROIs2017_130_patch_175,5374,32962,20681,6519
train,ROIs1970_112_patch_104,9302,527,55707,0
train,ROIs1970_112_patch_226,17,606,64913,0
train,ROIs1970_112_patch_144,0,0,65536,0
train,ROIs2017_115_patch_146,740,64516,280,0
train,ROIs1868_127_patch_154,49584,3268,12623,61
train,ROIs1970_83_patch_65,24058,16119,25359,0
train,ROIs1970_112_patch_261,0,20555,44981,0
train,ROIs2017_130_patch_100,6360,40948,12189,6039
train,ROIs2017_115_patch_265,52463,7789,5284,0
train,ROIs2017_69_patch_27,54507,0,11026,3
train,ROIs2017_115_patch_204,28778,34924,1834,0
train,ROIs1970_57_patch_129,60297,434,452,4353
train,ROIs2017_130_patch_262,1668,11385,31531,20952
train,ROIs2017_130_patch_43,16815,22216,13571,12934
train,ROIs1868_127_patch_36,47794,0,17739,3
train,ROIs1868_127_patch_191,43346,5542,15121,1527
train,ROIs2017_69_patch_113,61345,14,4177,0
train,ROIs1868_127_patch_7,55337,255,9944,0
train,ROIs2017_130_patch_133,3894,26649,32027,2966
train,ROIs1970_83_patch_7,26552,175,38809,0
train,ROIs1970_112_patch_55,0,0,65536,0
train,ROIs1970_83_patch_162,42393,6612,16200,331
train,ROIs1868_127_patch_208,53780,4223,7364,169
train,ROIs1868_127_patch_228,58722,198,6616,0
train,ROIs2017_115_patch_121,8102,56685,749,0
train,ROIs1970_83_patch_155,61009,415,4112,0
train,ROIs2017_115_patch_238,42387,22063,1086,0
train,ROIs1868_127_patch_155,56696,18,8790,32
train,ROIs1970_83_patch_153,59783,995,4758,0
train,ROIs1868_127_patch_133,55375,1943,8135,83
train,ROIs1970_83_patch_125,40567,2483,22265,221
train,ROIs1970_112_patch_172,7543,20638,37355,0
train,ROIs1868_127_patch_225,59002,470,6057,7
train,ROIs1970_57_patch_71,62359,8,167,3002
train,ROIs2017_130_patch_268,21606,26257,15109,2564
train,ROIs1970_83_patch_1,42098,61,18829,4548
train,ROIs1970_57_patch_127,63367,22,263,1884
train,ROIs2017_69_patch_17,56296,0,9240,0
train,ROIs2017_115_patch_224,36727,27434,1375,0
train,ROIs2017_130_patch_244,5513,17911,30740,11372
train,ROIs2017_130_patch_246,3023,13525,41281,7707
train,ROIs1970_112_patch_257,0,21327,44209,0
train,ROIs2017_130_patch_62,9888,26312,21663,7673
train,ROIs2017_115_patch_274,39530,23627,2379,0
train,ROIs1970_57_patch_149,61529,179,118,3710
train,ROIs1970_83_patch_135,64777,144,539,76
train,ROIs1970_83_patch_75,55278,34,10224,0
train,ROIs1970_83_patch_130,44574,16011,4951,0
train,ROIs1868_127_patch_56,52129,5,13401,1
train,ROIs2017_130_patch_37,1783,28789,34037,927
train,ROIs1868_127_patch_100,39632,2576,23229,99
train,ROIs1868_127_patch_189,55152,5625,4744,15
train,ROIs1970_83_patch_273,63190,436,1910,0
train,ROIs2017_69_patch_102,47494,0,17637,405
train,ROIs1970_112_patch_52,870,4,64662,0
train,ROIs1970_112_patch_253,0,4831,60532,173
train,ROIs1868_127_patch_247,61388,1538,2609,1
train,ROIs1970_83_patch_176,50340,804,14388,4
train,ROIs2017_130_patch_80,13180,23178,26538,2640
train,ROIs1868_127_patch_55,50133,0,15395,8
train,ROIs1970_57_patch_39,60365,44,320,4807
train,ROIs2017_130_patch_9,14783,14712,12130,23911
train,ROIs2017_130_patch_206,3060,24256,36591,1629
train,ROIs2017_130_patch_156,2034,19333,41891,2278
train,ROIs1970_83_patch_95,64167,0,857,512
train,ROIs1970_57_patch_245,64013,42,28,1453
train,ROIs1868_127_patch_58,56089,28,9419,0
train,ROIs1970_57_patch_131,62711,124,29,2672
train,ROIs2017_130_patch_243,3800,26735,30432,4569
train,ROIs2017_115_patch_88,17325,46719,1492,0
train,ROIs2017_69_patch_107,56881,0,8655,0
train,ROIs1970_83_patch_104,21763,4261,39512,0
train,ROIs1970_112_patch_29,7656,748,57132,0
train,ROIs1970_57_patch_238,60977,5,1,4553
train,ROIs2017_130_patch_177,1751,34399,17938,11448
train,ROIs1970_57_patch_221,64324,9,0,1203
train,ROIs1970_57_patch_26,65380,4,11,141
train,ROIs1868_127_patch_46,19154,39019,7363,0
train,ROIs2017_69_patch_73,56187,0,9349,0
train,ROIs2017_69_patch_84,55719,0,9768,49
train,ROIs1970_112_patch_81,45015,1887,18634,0
train,ROIs2017_130_patch_27,4097,14906,21955,24578
train,ROIs1970_57_patch_111,63193,106,241,1996
train,ROIs2017_69_patch_129,59400,6,6130,0
train,ROIs1970_83_patch_16,43150,81,22208,97
train,ROIs1970_112_patch_179,1584,63952,0,0
train,ROIs1970_83_patch_127,59822,143,5563,8
train,ROIs1868_127_patch_261,52799,3842,4804,4091
train,ROIs1970_83_patch_241,64305,0,1231,0
train,ROIs1970_57_patch_154,58359,25,35,7117
train,ROIs1868_127_patch_127,25669,35447,4420,0
train,ROIs2017_115_patch_34,56142,9038,356,0
train,ROIs1970_57_patch_167,64314,70,73,1079
train,ROIs2017_130_patch_122,2415,38331,17999,6791
train,ROIs2017_69_patch_217,61710,0,3814,12
train,ROIs2017_69_patch_167,52634,3,12895,4
train,ROIs1970_83_patch_78,42885,2705,12973,6973
train,ROIs1868_127_patch_174,56102,734,8525,175
train,ROIs2017_69_patch_230,58866,0,6552,118
train,ROIs2017_69_patch_75,54077,0,11459,0
train,ROIs1970_57_patch_223,62428,118,40,2950
train,ROIs1868_127_patch_164,48888,12025,2581,2042
train,ROIs2017_130_patch_267,17075,17426,30557,478
train,ROIs1970_112_patch_75,0,0,65536,0
train,ROIs1970_112_patch_269,0,64641,895,0
train,ROIs2017_115_patch_61,24417,41107,12,0
train,ROIs1970_83_patch_10,28794,1533,35209,0
train,ROIs1970_83_patch_124,34130,5125,26230,51
train,ROIs1970_83_patch_116,59267,57,4544,1668
train,ROIs1868_127_patch_184,53257,5602,6521,156
train,ROIs1970_57_patch_8,65536,0,0,0
train,ROIs2017_130_patch_57,2128,32261,23556,7591
train,ROIs2017_130_patch_260,10074,31206,21183,3073
train,ROIs2017_115_patch_75,61973,3020,543,0
train,ROIs1970_112_patch_129,22,261,65253,0
train,ROIs2017_69_patch_160,60272,0,5198,66
train,ROIs2017_69_patch_210,63885,0,1644,7
train,ROIs2017_69_patch_254,58408,0,6895,233
train,ROIs2017_130_patch_200,4942,26045,31796,2753
train,ROIs1868_127_patch_45,29338,22836,13362,0
train,ROIs1970_57_patch_63,64268,2,564,702
train,ROIs2017_130_patch_79,6690,16698,40763,1385
train,ROIs2017_130_patch_152,8166,35418,18372,3580
train,ROIs2017_69_patch_188,54462,0,11074,0
train,ROIs2017_115_patch_166,32092,33444,0,0
train,ROIs1970_112_patch_207,34,6318,59184,0
train,ROIs1868_127_patch_64,32487,25904,7145,0
train,ROIs2017_115_patch_84,13327,45839,6370,0
train,ROIs2017_130_patch_46,10174,18184,27792,9386
train,ROIs1970_57_patch_241,58619,64,54,6799
train,ROIs1868_127_patch_8,45443,5761,14332,0
train,ROIs2017_69_patch_0,55194,0,10342,0
train,ROIs2017_130_patch_218,5477,21207,35773,3079
train,ROIs2017_115_patch_120,19613,44208,1715,0
train,ROIs1868_127_patch_241,57213,470,7330,523
train,ROIs1868_127_patch_151,57159,1991,6375,11
train,ROIs1868_127_patch_177,49547,286,15703,0
train,ROIs1970_112_patch_63,15139,8294,42103,0
train,ROIs1970_57_patch_89,60545,38,241,4712
train,ROIs2017_130_patch_88,4752,3907,25924,30953
train,ROIs1970_112_patch_23,9,0,65527,0
train,ROIs2017_69_patch_125,55144,6,10386,0
train,ROIs1970_57_patch_96,64611,13,22,890
train,ROIs2017_115_patch_159,30564,28599,6373,0
train,ROIs2017_115_patch_35,42420,23080,36,0
train,ROIs1970_57_patch_187,59185,18,144,6189
train,ROIs1970_112_patch_3,0,0,65536,0
train,ROIs2017_130_patch_29,11170,12845,30555,10966
train,ROIs2017_115_patch_186,40882,24654,0,0
train,ROIs2017_115_patch_104,4041,61036,459,0
train,ROIs2017_130_patch_254,3925,31960,15843,13808
train,ROIs2017_69_patch_108,60728,2,4806,0
train,ROIs1970_112_patch_43,2810,1806,60920,0
train,ROIs2017_69_patch_269,49314,0,15558,664
train,ROIs1970_83_patch_187,26036,31076,8424,0
train,ROIs2017_130_patch_2,2381,18205,43593,1357
train,ROIs1868_127_patch_153,52550,509,12476,1
train,ROIs1970_57_patch_24,65420,0,10,106
train,ROIs2017_69_patch_171,56373,0,1848,7315
train,ROIs1970_112_patch_61,17585,477,47474,0
train,ROIs2017_69_patch_227,51872,0,13631,33
train,ROIs2017_69_patch_213,62123,0,3412,1
train,ROIs1970_57_patch_66,56100,699,629,8108
train,ROIs2017_115_patch_184,17774,47762,0,0
train,ROIs1868_127_patch_57,60956,8,4572,0
train,ROIs1868_127_patch_97,27924,34371,3241,0
train,ROIs2017_69_patch_139,46501,0,18969,66
train,ROIs2017_69_patch_179,56450,0,9080,6
train,ROIs2017_115_patch_6,22112,43424,0,0
train,ROIs1970_83_patch_234,64396,61,1079,0
train,ROIs1970_112_patch_123,17327,190,48019,0
train,ROIs2017_130_patch_123,5427,33837,19514,6758
train,ROIs1868_127_patch_85,30338,90,35108,0
train,ROIs2017_130_patch_144,1911,54125,9473,27
train,ROIs2017_130_patch_185,6769,39521,18055,1191
train,ROIs1970_57_patch_185,60709,579,240,4008
train,ROIs2017_69_patch_3,46145,0,19391,0
train,ROIs2017_69_patch_211,60227,0,4902,407
train,ROIs2017_115_patch_262,48724,11758,5054,0
train,ROIs2017_69_patch_93,49818,2,15716,0
train,ROIs1970_83_patch_198,1469,63484,583,0
train,ROIs1970_112_patch_151,0,14848,50688,0
train,ROIs2017_69_patch_146,58202,0,7334,0
train,ROIs1970_57_patch_141,58727,74,131,6604
train,ROIs1970_112_patch_203,0,9321,56215,0
train,ROIs2017_130_patch_239,20194,38853,5899,590
train,ROIs1970_112_patch_94,36172,0,29364,0
train,ROIs2017_130_patch_248,9531,36346,19084,575
train,ROIs1970_57_patch_139,59822,46,73,5595
train,ROIs1970_57_patch_240,60134,42,39,5321
train,ROIs2017_69_patch_250,59848,0,2523,3165
train,ROIs1970_57_patch_41,65183,1,16,336
train,ROIs2017_115_patch_50,8829,54058,2649,0
train,ROIs1868_127_patch_116,44774,3344,17343,75
train,ROIs1970_83_patch_28,35625,234,29677,0
train,ROIs1970_112_patch_85,94,1462,63980,0
train,ROIs1970_57_patch_196,65021,39,19,457
train,ROIs1868_127_patch_75,50858,3,13270,1405
train,ROIs1970_112_patch_128,0,0,65536,0
train,ROIs1970_57_patch_17,64772,0,44,720
train,ROIs2017_69_patch_105,53061,1,12467,7
train,ROIs2017_130_patch_150,3936,22456,38591,553
train,ROIs2017_130_patch_231,16800,32045,16027,664
train,ROIs2017_115_patch_170,53686,11846,4,0
train,ROIs1970_57_patch_101,61534,308,299,3395
train,ROIs2017_69_patch_48,61982,0,3554,0
train,ROIs1868_127_patch_198,53701,180,4138,7517
train,ROIs2017_115_patch_283,42380,18583,4573,0
train,ROIs1970_57_patch_49,62458,169,113,2796
train,ROIs2017_115_patch_143,8480,55801,1255,0
train,ROIs2017_115_patch_129,11722,53698,116,0
train,ROIs1970_112_patch_147,88,273,65175,0
train,ROIs1868_127_patch_209,44627,113,19555,1241
train,ROIs2017_69_patch_175,49529,0,15733,274
train,ROIs1868_127_patch_9,49669,5669,10198,0
train,ROIs1970_112_patch_265,0,34660,17776,13100
train,ROIs2017_130_patch_135,5140,23755,34669,1972
train,ROIs2017_69_patch_246,57611,0,7297,628
train,ROIs2017_115_patch_128,6507,58056,973,0
train,ROIs1970_83_patch_114,65043,13,469,11
train,ROIs1868_127_patch_0,56409,153,8973,1
train,ROIs1970_57_patch_162,64859,47,65,565
train,ROIs2017_69_patch_262,52637,0,12855,44
train,ROIs1970_57_patch_58,64758,4,199,575
train,ROIs2017_115_patch_109,3235,61558,743,0
train,ROIs1970_57_patch_208,57106,37,88,8305
train,ROIs1970_57_patch_135,64409,5,31,1091
train,ROIs2017_69_patch_56,60942,0,4594,0
train,ROIs2017_115_patch_72,35211,16626,13699,0
train,ROIs1970_57_patch_215,65248,40,0,248
train,ROIs1868_127_patch_4,51641,0,13895,0
train,ROIs2017_130_patch_51,25409,7197,27893,5037
train,ROIs1970_83_patch_35,32975,11,32548,2
train,ROIs1970_112_patch_169,0,19393,46143,0
train,ROIs2017_115_patch_142,3339,60998,1199,0
train,ROIs2017_115_patch_260,43669,13861,8006,0
train,ROIs1970_57_patch_152,64538,0,3,995
train,ROIs1970_83_patch_208,43008,11335,9574,1619
train,ROIs1868_127_patch_34,21533,22077,21926,0
train,ROIs1970_112_patch_86,9,320,65207,0
train,ROIs1868_127_patch_170,56211,4014,5311,0
train,ROIs2017_69_patch_126,52777,0,12759,0
train,ROIs2017_69_patch_22,45760,0,19761,15
train,ROIs2017_130_patch_213,14714,34936,14095,1791
train,ROIs1970_112_patch_131,81,257,65198,0
train,ROIs1970_83_patch_0,46369,165,14844,4158
train,ROIs2017_130_patch_142,1115,9387,10370,44664
train,ROIs1970_83_patch_202,19784,41976,3776,0
train,ROIs1970_57_patch_104,64007,0,90,1439
train,ROIs2017_115_patch_86,17930,39308,8298,0
train,ROIs1970_112_patch_177,8941,6838,49580,177
train,ROIs1970_112_patch_248,0,63857,697,982
train,ROIs1970_57_patch_23,64525,0,105,906
train,ROIs1970_112_patch_66,14449,5999,45088,0
train,ROIs2017_69_patch_185,51796,0,13739,1
train,ROIs1970_112_patch_73,0,0,65536,0
train,ROIs1970_57_patch_57,62207,28,313,2988
train,ROIs1970_83_patch_49,35788,1833,27915,0
train,ROIs1970_83_patch_263,45104,410,19894,128
train,ROIs1970_112_patch_227,0,65,65471,0
train,ROIs1970_112_patch_41,3463,638,61435,0
train,ROIs2017_130_patch_98,17746,30561,12911,4318
train,ROIs1970_57_patch_214,65328,27,4,177
train,ROIs2017_115_patch_138,4803,60471,262,0
train,ROIs2017_115_patch_111,19153,46173,210,0
train,ROIs2017_115_patch_68,42311,20368,2857,0
train,ROIs2017_130_patch_247,5355,17059,38325,4797
train,ROIs1970_83_patch_227,39571,893,24941,131
train,ROIs2017_115_patch_264,43981,4223,17332,0
train,ROIs2017_69_patch_141,53718,0,11814,4
train,ROIs1970_83_patch_147,37983,7299,20243,11
train,ROIs1970_83_patch_111,18471,26264,20801,0
train,ROIs2017_130_patch_44,11590,27113,16423,10410
train,ROIs2017_115_patch_18,45372,19841,323,0
train,ROIs1868_127_patch_130,24779,31853,8875,29
train,ROIs2017_130_patch_53,5378,3805,42452,13901
train,ROIs2017_69_patch_195,59340,0,6190,6
train,ROIs1868_127_patch_190,52354,4032,8463,687
train,ROIs2017_115_patch_223,36845,23175,5516,0
train,ROIs2017_69_patch_114,62190,0,3336,10
train,ROIs1970_57_patch_67,55510,797,383,8846
train,ROIs1970_83_patch_30,36453,242,28841,0
train,ROIs1868_127_patch_92,54201,0,9825,1510
train,ROIs1970_57_patch_137,63190,7,18,2321
train,ROIs1970_57_patch_88,62937,16,97,2486
train,ROIs1970_112_patch_56,0,0,65536,0
train,ROIs1970_57_patch_175,59573,148,77,5738
train,ROIs1970_83_patch_154,63338,863,1335,0
train,ROIs1868_127_patch_27,39856,6523,19157,0
train,ROIs2017_130_patch_172,1934,19145,39444,5013
train,ROIs1970_83_patch_230,64338,787,411,0
train,ROIs2017_130_patch_74,2774,31880,30275,607
train,ROIs2017_115_patch_197,45035,20244,257,0
train,ROIs1970_112_patch_126,0,0,65536,0
train,ROIs2017_115_patch_190,18401,47135,0,0
validation,ROIs1868_127_patch_53,23684,16788,25064,0
validation,ROIs1970_57_patch_18,65058,14,58,406
validation,ROIs1970_57_patch_44,64967,13,86,470
validation,ROIs1970_57_patch_76,64299,45,147,1045
validation,ROIs1970_57_patch_90,60857,12,57,4610
validation,ROIs2017_130_patch_168,8057,40240,14838,2401
validation,ROIs1970_112_patch_262,0,3343,62165,28
validation,ROIs2017_115_patch_33,20764,44274,498,0
validation,ROIs1970_57_patch_72,55316,30,1190,9000
validation,ROIs2017_115_patch_0,23377,42159,0,0
validation,ROIs1868_127_patch_173,52273,894,11420,949
validation,ROIs2017_115_patch_10,2074,63462,0,0
validation,ROIs1970_83_patch_43,11185,17534,36817,0
validation,ROIs1868_127_patch_17,28804,19051,17681,0
validation,ROIs1970_83_patch_102,26719,3928,34889,0
validation,ROIs2017_115_patch_226,40811,24725,0,0
validation,ROIs2017_115_patch_231,28671,36865,0,0
validation,ROIs2017_115_patch_51,18366,41483,5687,0
validation,ROIs1970_112_patch_118,1612,2,63922,0
validation,ROIs2017_115_patch_38,1760,63776,0,0
validation,ROIs2017_130_patch_163,5918,34134,23958,1526
validation,ROIs2017_130_patch_61,14051,29007,21206,1272
validation,ROIs2017_115_patch_177,23837,40425,1274,0
validation,ROIs2017_130_patch_95,5109,39157,19733,1537
validation,ROIs2017_69_patch_79,50430,0,15065,41
validation,ROIs2017_130_patch_42,11424,25606,18446,10060
validation,ROIs1868_127_patch_144,59933,3767,1534,302
validation,ROIs2017_69_patch_99,59095,0,6441,0
validation,ROIs1868_127_patch_258,61602,828,2571,535
validation,ROIs2017_69_patch_96,43572,0,21964,0
validation,ROIs1970_112_patch_256,0,33475,32061,0
validation,ROIs1970_112_patch_97,26377,464,38695,0
validation,ROIs2017_69_patch_199,59789,0,5717,30
validation,ROIs1868_127_patch_126,38421,24251,2864,0
validation,ROIs2017_115_patch_24,8118,57418,0,0
validation,ROIs1970_57_patch_98,65304,2,8,222
validation,ROIs1970_57_patch_251,59312,95,70,6059
validation,ROIs1868_127_patch_265,60670,352,4514,0
validation,ROIs1868_127_patch_223,52807,3139,9376,214
validation,ROIs1970_112_patch_191,151,6032,59353,0
validation,ROIs2017_130_patch_92,1089,28482,35812,153
validation,ROIs1868_127_patch_139,49519,0,16017,0
validation,ROIs1970_112_patch_186,0,11521,54015,0
validation,ROIs2017_69_patch_270,59404,0,5728,404
