split,local_index,base_index,sample_id
train,1347,805,ROIs1970_83_patch_10
train,1348,919,ROIs1970_83_patch_124
train,1349,911,ROIs1970_83_patch_116
train,1350,184,ROIs1868_127_patch_184
train,1351,548,ROIs1970_57_patch_8
train,1352,1422,ROIs2017_130_patch_57
train,1353,1625,ROIs2017_130_patch_260
train,1354,1155,ROIs2017_115_patch_75
train,1355,399,ROIs1970_112_patch_129
train,1356,1795,ROIs2017_69_patch_160
train,1357,1845,ROIs2017_69_patch_210
train,1358,1889,ROIs2017_69_patch_254
train,1359,1565,ROIs2017_130_patch_200
train,1360,45,ROIs1868_127_patch_45
train,1361,603,ROIs1970_57_patch_63
train,1362,1444,ROIs2017_130_patch_79
train,1363,1517,ROIs2017_130_patch_152
train,1364,1823,ROIs2017_69_patch_188
train,1365,1246,ROIs2017_115_patch_166
train,1366,477,ROIs1970_112_patch_207
train,1367,64,ROIs1868_127_patch_64
train,1368,1164,ROIs2017_115_patch_84
train,1369,1411,ROIs2017_130_patch_46
train,1370,781,ROIs1970_57_patch_241
train,1371,8,ROIs1868_127_patch_8
train,1372,1635,ROIs2017_69_patch_0
train,1373,1583,ROIs2017_130_patch_218
train,1374,1200,ROIs2017_115_patch_120
train,1375,241,ROIs1868_127_patch_241
train,1376,151,ROIs1868_127_patch_151
train,1377,177,ROIs1868_127_patch_177
train,1378,333,ROIs1970_112_patch_63
train,1379,629,ROIs1970_57_patch_89
train,1380,1453,ROIs2017_130_patch_88
train,1381,293,ROIs1970_112_patch_23
train,1382,1760,ROIs2017_69_patch_125
train,1383,636,ROIs1970_57_patch_96
train,1384,1239,ROIs2017_115_patch_159
train,1385,1115,ROIs2017_115_patch_35
train,1386,727,ROIs1970_57_patch_187
train,1387,273,ROIs1970_112_patch_3
train,1388,1394,ROIs2017_130_patch_29
train,1389,1266,ROIs2017_115_patch_186
train,1390,1184,ROIs2017_115_patch_104
train,1391,1619,ROIs2017_130_patch_254
train,1392,1743,ROIs2017_69_patch_108
train,1393,313,ROIs1970_112_patch_43
train,1394,1904,ROIs2017_69_patch_269
train,1395,982,ROIs1970_83_patch_187
train,1396,1367,ROIs2017_130_patch_2
train,1397,153,ROIs1868_127_patch_153
train,1398,564,ROIs1970_57_patch_24
train,1399,1806,ROIs2017_69_patch_171
train,1400,331,ROIs1970_112_patch_61
train,1401,1862,ROIs2017_69_patch_227
train,1402,1848,ROIs2017_69_patch_213
train,1403,606,ROIs1970_57_patch_66
train,1404,1264,ROIs2017_115_patch_184
train,1405,57,ROIs1868_127_patch_57
train,1406,97,ROIs1868_127_patch_97
train,1407,1774,ROIs2017_69_patch_139
train,1408,1814,ROIs2017_69_patch_179
train,1409,1086,ROIs2017_115_patch_6
train,1410,1029,ROIs1970_83_patch_234
train,1411,393,ROIs1970_112_patch_123
train,1412,1488,ROIs2017_130_patch_123
train,1413,85,ROIs1868_127_patch_85
train,1414,1509,ROIs2017_130_patch_144
train,1415,1550,ROIs2017_130_patch_185
train,1416,725,ROIs1970_57_patch_185
train,1417,1638,ROIs2017_69_patch_3
train,1418,1846,ROIs2017_69_patch_211
train,1419,1342,ROIs2017_115_patch_262
train,1420,1728,ROIs2017_69_patch_93
train,1421,993,ROIs1970_83_patch_198
train,1422,421,ROIs1970_112_patch_151
train,1423,1781,ROIs2017_69_patch_146
train,1424,681,ROIs1970_57_patch_141
train,1425,473,ROIs1970_112_patch_203
train,1426,1604,ROIs2017_130_patch_239
train,1427,364,ROIs1970_112_patch_94
train,1428,1613,ROIs2017_130_patch_248
train,1429,679,ROIs1970_57_patch_139
train,1430,780,ROIs1970_57_patch_240
train,1431,1885,ROIs2017_69_patch_250
train,1432,581,ROIs1970_57_patch_41
train,1433,1130,ROIs2017_115_patch_50
train,1434,116,ROIs1868_127_patch_116
train,1435,823,ROIs1970_83_patch_28
train,1436,355,ROIs1970_112_patch_85
train,1437,736,ROIs1970_57_patch_196
train,1438,75,ROIs1868_127_patch_75
train,1439,398,ROIs1970_112_patch_128
train,1440,557,ROIs1970_57_patch_17
train,1441,1740,ROIs2017_69_patch_105
train,1442,1515,ROIs2017_130_patch_150
train,1443,1596,ROIs2017_130_patch_231
train,1444,1250,ROIs2017_115_patch_170
train,1445,641,ROIs1970_57_patch_101
train,1446,1683,ROIs2017_69_patch_48
train,1447,198,ROIs1868_127_patch_198
train,1448,1363,ROIs2017_115_patch_283
train,1449,589,ROIs1970_57_patch_49
train,1450,1223,ROIs2017_115_patch_143
train,1451,1209,ROIs2017_115_patch_129
train,1452,417,ROIs1970_112_patch_147
train,1453,209,ROIs1868_127_patch_209
train,1454,1810,ROIs2017_69_patch_175
train,1455,9,ROIs1868_127_patch_9
train,1456,535,ROIs1970_112_patch_265
train,1457,1500,ROIs2017_130_patch_135
train,1458,1881,ROIs2017_69_patch_246
train,1459,1208,ROIs2017_115_patch_128
train,1460,909,ROIs1970_83_patch_114
train,1461,0,ROIs1868_127_patch_0
train,1462,702,ROIs1970_57_patch_162
train,1463,1897,ROIs2017_69_patch_262
train,1464,598,ROIs1970_57_patch_58
train,1465,1189,ROIs2017_115_patch_109
train,1466,748,ROIs1970_57_patch_208
train,1467,675,ROIs1970_57_patch_135
train,1468,1691,ROIs2017_69_patch_56
train,1469,1152,ROIs2017_115_patch_72
train,1470,755,ROIs1970_57_patch_215
train,1471,4,ROIs1868_127_patch_4
train,1472,1416,ROIs2017_130_patch_51
train,1473,830,ROIs1970_83_patch_35
train,1474,439,ROIs1970_112_patch_169
train,1475,1222,ROIs2017_115_patch_142
train,1476,1340,ROIs2017_115_patch_260
train,1477,692,ROIs1970_57_patch_152
train,1478,1003,ROIs1970_83_patch_208
train,1479,34,ROIs1868_127_patch_34
train,1480,356,ROIs1970_112_patch_86
train,1481,170,ROIs1868_127_patch_170
train,1482,1761,ROIs2017_69_patch_126
train,1483,1657,ROIs2017_69_patch_22
train,1484,1578,ROIs2017_130_patch_213
train,1485,401,ROIs1970_112_patch_131
train,1486,795,ROIs1970_83_patch_0
train,1487,1507,ROIs2017_130_patch_142
train,1488,997,ROIs1970_83_patch_202
train,1489,644,ROIs1970_57_patch_104
train,1490,1166,ROIs2017_115_patch_86
train,1491,447,ROIs1970_112_patch_177
train,1492,518,ROIs1970_112_patch_248
train,1493,563,ROIs1970_57_patch_23
train,1494,336,ROIs1970_112_patch_66
train,1495,1820,ROIs2017_69_patch_185
train,1496,343,ROIs1970_112_patch_73
train,1497,597,ROIs1970_57_patch_57
train,1498,844,ROIs1970_83_patch_49
train,1499,1058,ROIs1970_83_patch_263
train,1500,497,ROIs1970_112_patch_227
train,1501,311,ROIs1970_112_patch_41
train,1502,1463,ROIs2017_130_patch_98
train,1503,754,ROIs1970_57_patch_214
train,1504,1218,ROIs2017_115_patch_138
train,1505,1191,ROIs2017_115_patch_111
train,1506,1148,ROIs2017_115_patch_68
train,1507,1612,ROIs2017_130_patch_247
train,1508,1022,ROIs1970_83_patch_227
train,1509,1344,ROIs2017_115_patch_264
train,1510,1776,ROIs2017_69_patch_141
train,1511,942,ROIs1970_83_patch_147
train,1512,906,ROIs1970_83_patch_111
train,1513,1409,ROIs2017_130_patch_44
train,1514,1098,ROIs2017_115_patch_18
train,1515,130,ROIs1868_127_patch_130
train,1516,1418,ROIs2017_130_patch_53
train,1517,1830,ROIs2017_69_patch_195
train,1518,190,ROIs1868_127_patch_190
train,1519,1303,ROIs2017_115_patch_223
train,1520,1749,ROIs2017_69_patch_114
train,1521,607,ROIs1970_57_patch_67
train,1522,825,ROIs1970_83_patch_30
train,1523,92,ROIs1868_127_patch_92
train,1524,677,ROIs1970_57_patch_137
train,1525,628,ROIs1970_57_patch_88
train,1526,326,ROIs1970_112_patch_56
train,1527,715,ROIs1970_57_patch_175
train,1528,949,ROIs1970_83_patch_154
train,1529,27,ROIs1868_127_patch_27
train,1530,1537,ROIs2017_130_patch_172
train,1531,1025,ROIs1970_83_patch_230
train,1532,1439,ROIs2017_130_patch_74
train,1533,1277,ROIs2017_115_patch_197
train,1534,396,ROIs1970_112_patch_126
train,1535,1270,ROIs2017_115_patch_190
validation,0,53,ROIs1868_127_patch_53
validation,1,558,ROIs1970_57_patch_18
validation,2,584,ROIs1970_57_patch_44
validation,3,616,ROIs1970_57_patch_76
validation,4,630,ROIs1970_57_patch_90
validation,5,1533,ROIs2017_130_patch_168
validation,6,532,ROIs1970_112_patch_262
validation,7,1113,ROIs2017_115_patch_33
validation,8,612,ROIs1970_57_patch_72
validation,9,1080,ROIs2017_115_patch_0
validation,10,173,ROIs1868_127_patch_173
validation,11,1090,ROIs2017_115_patch_10
validation,12,838,ROIs1970_83_patch_43
validation,13,17,ROIs1868_127_patch_17
validation,14,897,ROIs1970_83_patch_102
validation,15,1306,ROIs2017_115_patch_226
validation,16,1311,ROIs2017_115_patch_231
validation,17,1131,ROIs2017_115_patch_51
validation,18,388,ROIs1970_112_patch_118
validation,19,1118,ROIs2017_115_patch_38
validation,20,1528,ROIs2017_130_patch_163
validation,21,1426,ROIs2017_130_patch_61
validation,22,1257,ROIs2017_115_patch_177
validation,23,1460,ROIs2017_130_patch_95
validation,24,1714,ROIs2017_69_patch_79
validation,25,1407,ROIs2017_130_patch_42
validation,26,144,ROIs1868_127_patch_144
validation,27,1734,ROIs2017_69_patch_99
validation,28,258,ROIs1868_127_patch_258
validation,29,1731,ROIs2017_69_patch_96
validation,30,526,ROIs1970_112_patch_256
validation,31,367,ROIs1970_112_patch_97
validation,32,1834,ROIs2017_69_patch_199
validation,33,126,ROIs1868_127_patch_126
validation,34,1104,ROIs2017_115_patch_24
validation,35,638,ROIs1970_57_patch_98
validation,36,791,ROIs1970_57_patch_251
validation,37,265,ROIs1868_127_patch_265
validation,38,223,ROIs1868_127_patch_223
validation,39,461,ROIs1970_112_patch_191
validation,40,1457,ROIs2017_130_patch_92
validation,41,139,ROIs1868_127_patch_139
validation,42,456,ROIs1970_112_patch_186
validation,43,1905,ROIs2017_69_patch_270
validation,44,1663,ROIs2017_69_patch_28
validation,45,1412,ROIs2017_130_patch_47
validation,46,1568,ROIs2017_130_patch_203
validation,47,1763,ROIs2017_69_patch_128
validation,48,883,ROIs1970_83_patch_88
validation,49,1661,ROIs2017_69_patch_26
validation,50,1678,ROIs2017_69_patch_43
validation,51,493,ROIs1970_112_patch_223
validation,52,1606,ROIs2017_130_patch_241
validation,53,1813,ROIs2017_69_patch_178
validation,54,541,ROIs1970_57_patch_1
validation,55,1757,ROIs2017_69_patch_122
validation,56,276,ROIs1970_112_patch_6
validation,57,296,ROIs1970_112_patch_26
validation,58,1673,ROIs2017_69_patch_38
validation,59,222,ROIs1868_127_patch_222
validation,60,1707,ROIs2017_69_patch_72
validation,61,183,ROIs1868_127_patch_183
validation,62,257,ROIs1868_127_patch_257
validation,63,615,ROIs1970_57_patch_75
validation,64,1478,ROIs2017_130_patch_113
validation,65,742,ROIs1970_57_patch_202
validation,66,376,ROIs1970_112_patch_106
validation,67,810,ROIs1970_83_patch_15
validation,68,661,ROIs1970_57_patch_121
validation,69,365,ROIs1970_112_patch_95
validation,70,156,ROIs1868_127_patch_156
validation,71,1298,ROIs2017_115_patch_218
validation,72,1701,ROIs2017_69_patch_66
validation,73,1653,ROIs2017_69_patch_18
validation,74,202,ROIs1868_127_patch_202
validation,75,1334,ROIs2017_115_patch_254
validation,76,1197,ROIs2017_115_patch_117
validation,77,1482,ROIs2017_130_patch_117
validation,78,106,ROIs1868_127_patch_106
validation,79,323,ROIs1970_112_patch_53
validation,80,1448,ROIs2017_130_patch_83
validation,81,1558,ROIs2017_130_patch_193
validation,82,1179,ROIs2017_115_patch_99
validation,83,1854,ROIs2017_69_patch_219
validation,84,902,ROIs1970_83_patch_107
validation,85,1049,ROIs1970_83_patch_254
validation,86,297,ROIs1970_112_patch_27
validation,87,216,ROIs1868_127_patch_216
validation,88,1268,ROIs2017_115_patch_188
validation,89,277,ROIs1970_112_patch_7
validation,90,1336,ROIs2017_115_patch_256
validation,91,1393,ROIs2017_130_patch_28
validation,92,65,ROIs1868_127_patch_65
validation,93,1456,ROIs2017_130_patch_91
validation,94,1052,ROIs1970_83_patch_257
validation,95,5,ROIs1868_127_patch_5
validation,96,1735,ROIs2017_69_patch_100
validation,97,1495,ROIs2017_130_patch_130
validation,98,1175,ROIs2017_115_patch_95
validation,99,988,ROIs1970_83_patch_193
validation,100,117,ROIs1868_127_patch_117
validation,101,721,ROIs1970_57_patch_181
validation,102,1788,ROIs2017_69_patch_153
validation,103,315,ROIs1970_112_patch_45
validation,104,1819,ROIs2017_69_patch_184
validation,105,1305,ROIs2017_115_patch_225
validation,106,1794,ROIs2017_69_patch_159
validation,107,520,ROIs1970_112_patch_250
validation,108,543,ROIs1970_57_patch_3
validation,109,1214,ROIs2017_115_patch_134
validation,110,917,ROIs1970_83_patch_122
validation,111,731,ROIs1970_57_patch_191
validation,112,1091,ROIs2017_115_patch_11
validation,113,1147,ROIs2017_115_patch_67
validation,114,1070,ROIs1970_83_patch_275
validation,115,68,ROIs1868_127_patch_68
validation,116,892,ROIs1970_83_patch_97
validation,117,1486,ROIs2017_130_patch_121
validation,118,464,ROIs1970_112_patch_194
validation,119,783,ROIs1970_57_patch_243
validation,120,115,ROIs1868_127_patch_115
validation,121,1883,ROIs2017_69_patch_248
validation,122,1372,ROIs2017_130_patch_7
validation,123,752,ROIs1970_57_patch_212
validation,124,383,ROIs1970_112_patch_113
validation,125,1122,ROIs2017_115_patch_42
validation,126,582,ROIs1970_57_patch_42
validation,127,1039,ROIs1970_83_patch_244
validation,128,1213,ROIs2017_115_patch_133
validation,129,574,ROIs1970_57_patch_34
validation,130,1594,ROIs2017_130_patch_229
validation,131,1870,ROIs2017_69_patch_235
validation,132,1111,ROIs2017_115_patch_31
validation,133,1792,ROIs2017_69_patch_157
validation,134,706,ROIs1970_57_patch_166
validation,135,1674,ROIs2017_69_patch_39
validation,136,233,ROIs1868_127_patch_233
validation,137,1607,ROIs2017_130_patch_242
validation,138,691,ROIs1970_57_patch_151
validation,139,1417,ROIs2017_130_patch_52
validation,140,1071,ROIs1970_83_patch_276
validation,141,711,ROIs1970_57_patch_171
validation,142,1538,ROIs2017_130_patch_173
validation,143,252,ROIs1868_127_patch_252
validation,144,741,ROIs1970_57_patch_201
validation,145,1396,ROIs2017_130_patch_31
validation,146,1211,ROIs2017_115_patch_131
validation,147,1429,ROIs2017_130_patch_64
validation,148,1906,ROIs2017_69_patch_271
validation,149,513,ROIs1970_112_patch_243
validation,150,799,ROIs1970_83_patch_4
validation,151,1384,ROIs2017_130_patch_19
validation,152,1138,ROIs2017_115_patch_58
validation,153,1688,ROIs2017_69_patch_53
validation,154,1681,ROIs2017_69_patch_46
validation,155,1045,ROIs1970_83_patch_250
validation,156,961,ROIs1970_83_patch_166
validation,157,743,ROIs1970_57_patch_203
validation,158,1824,ROIs2017_69_patch_189
validation,159,619,ROIs1970_57_patch_79
validation,160,766,ROIs1970_57_patch_226
validation,161,1727,ROIs2017_69_patch_92
validation,162,147,ROIs1868_127_patch_147
validation,163,827,ROIs1970_83_patch_32
validation,164,1117,ROIs2017_115_patch_37
validation,165,1547,ROIs2017_130_patch_182
validation,166,1892,ROIs2017_69_patch_257
validation,167,39,ROIs1868_127_patch_39
validation,168,82,ROIs1868_127_patch_82
validation,169,1546,ROIs2017_130_patch_181
validation,170,963,ROIs1970_83_patch_168
validation,171,178,ROIs1868_127_patch_178
validation,172,658,ROIs1970_57_patch_118
validation,173,1592,ROIs2017_130_patch_227
validation,174,425,ROIs1970_112_patch_155
validation,175,484,ROIs1970_112_patch_214
validation,176,415,ROIs1970_112_patch_145
validation,177,1204,ROIs2017_115_patch_124
validation,178,1331,ROIs2017_115_patch_251
validation,179,1207,ROIs2017_115_patch_127
validation,180,561,ROIs1970_57_patch_21
validation,181,912,ROIs1970_83_patch_117
validation,182,451,ROIs1970_112_patch_181
validation,183,1548,ROIs2017_130_patch_183
validation,184,1494,ROIs2017_130_patch_129
validation,185,1210,ROIs2017_115_patch_130
validation,186,1676,ROIs2017_69_patch_41
validation,187,685,ROIs1970_57_patch_145
validation,188,1291,ROIs2017_115_patch_211
validation,189,793,ROIs1970_57_patch_253
validation,190,632,ROIs1970_57_patch_92
validation,191,1018,ROIs1970_83_patch_223
test,0,1054,ROIs1970_83_patch_259
test,1,207,ROIs1868_127_patch_207
test,2,1715,ROIs2017_69_patch_80
test,3,1233,ROIs2017_115_patch_153
test,4,514,ROIs1970_112_patch_244
test,5,238,ROIs1868_127_patch_238
test,6,1377,ROIs2017_130_patch_12
test,7,1677,ROIs2017_69_patch_42
test,8,878,ROIs1970_83_patch_83
test,9,1624,ROIs2017_130_patch_259
test,10,1145,ROIs2017_115_patch_65
test,11,1009,ROIs1970_83_patch_214
test,12,469,ROIs1970_112_patch_199
test,13,962,ROIs1970_83_patch_167
test,14,1194,ROIs2017_115_patch_114
test,15,93,ROIs1868_127_patch_93
test,16,1556,ROIs2017_130_patch_191
test,17,1851,ROIs2017_69_patch_216
test,18,1569,ROIs2017_130_patch_204
test,19,1089,ROIs2017_115_patch_9
test,20,745,ROIs1970_57_patch_205
test,21,423,ROIs1970_112_patch_153
test,22,23,ROIs1868_127_patch_23
test,23,821,ROIs1970_83_patch_26
test,24,29,ROIs1868_127_patch_29
test,25,1401,ROIs2017_130_patch_36
test,26,789,ROIs1970_57_patch_249
test,27,1791,ROIs2017_69_patch_156
test,28,788,ROIs1970_57_patch_248
test,29,1079,ROIs1970_83_patch_284
test,30,1347,ROIs2017_115_patch_267
test,31,503,ROIs1970_112_patch_233
test,32,1199,ROIs2017_115_patch_119
test,33,753,ROIs1970_57_patch_213
test,34,848,ROIs1970_83_patch_53
test,35,1294,ROIs2017_115_patch_214
test,36,801,ROIs1970_83_patch_6
test,37,682,ROIs1970_57_patch_142
test,38,955,ROIs1970_83_patch_160
test,39,112,ROIs1868_127_patch_112
test,40,1188,ROIs2017_115_patch_108
test,41,402,ROIs1970_112_patch_132
test,42,1878,ROIs2017_69_patch_243
test,43,1817,ROIs2017_69_patch_182
test,44,1288,ROIs2017_115_patch_208
test,45,1821,ROIs2017_69_patch_186
test,46,1245,ROIs2017_115_patch_165
test,47,1302,ROIs2017_115_patch_222
test,48,1007,ROIs1970_83_patch_212
test,49,1705,ROIs2017_69_patch_70
test,50,271,ROIs1970_112_patch_1
test,51,510,ROIs1970_112_patch_240
test,52,1510,ROIs2017_130_patch_145
test,53,327,ROIs1970_112_patch_57
test,54,1127,ROIs2017_115_patch_47
test,55,486,ROIs1970_112_patch_216
test,56,1555,ROIs2017_130_patch_190
test,57,1004,ROIs1970_83_patch_209
test,58,1589,ROIs2017_130_patch_224
test,59,1511,ROIs2017_130_patch_146
test,60,1700,ROIs2017_69_patch_65
test,61,1373,ROIs2017_130_patch_8
test,62,1668,ROIs2017_69_patch_33
test,63,341,ROIs1970_112_patch_71
test,64,1489,ROIs2017_130_patch_124
test,65,1790,ROIs2017_69_patch_155
test,66,1492,ROIs2017_130_patch_127
test,67,321,ROIs1970_112_patch_51
test,68,659,ROIs1970_57_patch_119
test,69,578,ROIs1970_57_patch_38
test,70,303,ROIs1970_112_patch_33
test,71,118,ROIs1868_127_patch_118
test,72,960,ROIs1970_83_patch_165
test,73,453,ROIs1970_112_patch_183
test,74,160,ROIs1868_127_patch_160
test,75,683,ROIs1970_57_patch_143
test,76,1832,ROIs2017_69_patch_197
test,77,434,ROIs1970_112_patch_164
test,78,701,ROIs1970_57_patch_161
test,79,928,ROIs1970_83_patch_133
test,80,480,ROIs1970_112_patch_210
test,81,1446,ROIs2017_130_patch_81
test,82,1552,ROIs2017_130_patch_187
test,83,704,ROIs1970_57_patch_164
test,84,94,ROIs1868_127_patch_94
test,85,1317,ROIs2017_115_patch_237
test,86,1410,ROIs2017_130_patch_45
test,87,394,ROIs1970_112_patch_124
test,88,186,ROIs1868_127_patch_186
test,89,771,ROIs1970_57_patch_231
test,90,859,ROIs1970_83_patch_64
test,91,1395,ROIs2017_130_patch_30
test,92,1646,ROIs2017_69_patch_11
test,93,1570,ROIs2017_130_patch_205
test,94,1353,ROIs2017_115_patch_273
test,95,714,ROIs1970_57_patch_174
test,96,1297,ROIs2017_115_patch_217
test,97,360,ROIs1970_112_patch_90
test,98,1153,ROIs2017_115_patch_73
test,99,1185,ROIs2017_115_patch_105
test,100,1766,ROIs2017_69_patch_131
test,101,1471,ROIs2017_130_patch_106
test,102,1013,ROIs1970_83_patch_218
test,103,1356,ROIs2017_115_patch_276
test,104,1437,ROIs2017_130_patch_72
test,105,78,ROIs1868_127_patch_78
test,106,63,ROIs1868_127_patch_63
test,107,1618,ROIs2017_130_patch_253
test,108,537,ROIs1970_112_patch_267
test,109,482,ROIs1970_112_patch_212
test,110,3,ROIs1868_127_patch_3
test,111,450,ROIs1970_112_patch_180
test,112,1339,ROIs2017_115_patch_259
test,113,490,ROIs1970_112_patch_220
test,114,857,ROIs1970_83_patch_62
test,115,251,ROIs1868_127_patch_251
test,116,898,ROIs1970_83_patch_103
test,117,916,ROIs1970_83_patch_121
test,118,546,ROIs1970_57_patch_6
test,119,1809,ROIs2017_69_patch_174
test,120,1689,ROIs2017_69_patch_54
test,121,1078,ROIs1970_83_patch_283
test,122,1069,ROIs1970_83_patch_274
test,123,1,ROIs1868_127_patch_1
test,124,1035,ROIs1970_83_patch_240
test,125,1534,ROIs2017_130_patch_169
test,126,1158,ROIs2017_115_patch_78
test,127,203,ROIs1868_127_patch_203
test,128,1837,ROIs2017_69_patch_202
test,129,1095,ROIs2017_115_patch_15
test,130,1235,ROIs2017_115_patch_155
test,131,295,ROIs1970_112_patch_25
test,132,933,ROIs1970_83_patch_138
test,133,1474,ROIs2017_130_patch_109
test,134,1559,ROIs2017_130_patch_194
test,135,240,ROIs1868_127_patch_240
test,136,105,ROIs1868_127_patch_105
test,137,419,ROIs1970_112_patch_149
test,138,1751,ROIs2017_69_patch_116
test,139,1061,ROIs1970_83_patch_266
test,140,1896,ROIs2017_69_patch_261
test,141,1162,ROIs2017_115_patch_82
test,142,1508,ROIs2017_130_patch_143
test,143,1195,ROIs2017_115_patch_115
test,144,237,ROIs1868_127_patch_237
test,145,509,ROIs1970_112_patch_239
test,146,1875,ROIs2017_69_patch_240
test,147,6,ROIs1868_127_patch_6
test,148,1564,ROIs2017_130_patch_199
test,149,1698,ROIs2017_69_patch_63
test,150,1907,ROIs2017_69_patch_272
test,151,20,ROIs1868_127_patch_20
test,152,1023,ROIs1970_83_patch_228
test,153,1157,ROIs2017_115_patch_77
test,154,1724,ROIs2017_69_patch_89
test,155,132,ROIs1868_127_patch_132
test,156,1912,ROIs2017_69_patch_277
test,157,108,ROIs1868_127_patch_108
test,158,1839,ROIs2017_69_patch_204
test,159,734,ROIs1970_57_patch_194
test,160,413,ROIs1970_112_patch_143
test,161,316,ROIs1970_112_patch_46
test,162,1249,ROIs2017_115_patch_169
test,163,1880,ROIs2017_69_patch_245
test,164,430,ROIs1970_112_patch_160
test,165,915,ROIs1970_83_patch_120
test,166,952,ROIs1970_83_patch_157
test,167,813,ROIs1970_83_patch_18
test,168,1532,ROIs2017_130_patch_167
test,169,1116,ROIs2017_115_patch_36
test,170,1859,ROIs2017_69_patch_224
test,171,137,ROIs1868_127_patch_137
test,172,1703,ROIs2017_69_patch_68
test,173,141,ROIs1868_127_patch_141
test,174,1785,ROIs2017_69_patch_150
test,175,1582,ROIs2017_130_patch_217
test,176,643,ROIs1970_57_patch_103
test,177,119,ROIs1868_127_patch_119
test,178,12,ROIs1868_127_patch_12
test,179,968,ROIs1970_83_patch_173
test,180,1193,ROIs2017_115_patch_113
test,181,408,ROIs1970_112_patch_138
test,182,214,ROIs1868_127_patch_214
test,183,601,ROIs1970_57_patch_61
test,184,967,ROIs1970_83_patch_172
test,185,803,ROIs1970_83_patch_8
test,186,1551,ROIs2017_130_patch_186
test,187,363,ROIs1970_112_patch_93
test,188,424,ROIs1970_112_patch_154
test,189,958,ROIs1970_83_patch_163
test,190,1826,ROIs2017_69_patch_191
test,191,196,ROIs1868_127_patch_196
